movie_id,original_title,clean_title,year,genres_text,director,top_cast,overview
1336,Kazaam (1996),Kazaam,1996,"Fantasy, Comedy, Family",Paul Michael Glaser,"Shaquille O'Neal, Francis Capra, Ally Walker","When Max fools a gang of local toughs, he finds himself in big trouble. Fleeing from the thugs, Max runs into an old warehouse and bumps into a boom box. By doing that, he manages to release Kazaam, a genie who has been held captive for thousands of years."
1337,Larger Than Life (1996),Larger Than Life,1996,"Comedy, Family",Howard Franklin,"Bill Murray, Janeane Garofalo, Matthew McConaughey","Motivational Speaker Jack Corcoran is determined to get his career off the ground, but the biggest gigs he can get are the ones nobody wants. One day, he receives a telegram that his circus clown father has passed away and left a ""huge"" inheritance: an elephant that was his father's pride and joy. His main intention to sell the pachyderm off, Jack must choose between loud and rude zookeeper Mo or attractive animal show owner Terry. As the two trek through the country Jack and the elephant develop a bond, and it changes his approach to life for the better."
1338,Two Deaths (1995),Two Deaths,1995,"War, Drama",Nicolas Roeg,"Sônia Braga, Patrick Malahide, Michael Gambon","A tale of power, passion and obsession set in a politically torn Eastern European country."
1339,Stefano Quantestorie (1993),Stefano Quantestorie,1993,Comedy,Maurizio Nichetti,"Maurizio Nichetti, Elena Sofia Ricci, Amanda Sandrelli","Stefano is now forty years old but has not yet found his purpose in life, remaining an eternal dreamer waiting for that decisive enlightenment. With his parents who have great plans for him, Stefano realizes that he lost most of his years without a real goal and thinks back to all those missed opportunities that could have led him to another path, between old loves and unexploited opportunities ."
1340,"Crude Oasis, The (1995)",The Crude Oasis,1995,"Thriller, Romance, Mystery",Alex Graves,"Jennifer Taylor, Aaron Shields, Robert Peterson","A young housewife plagued by disturbing nightmares comes face to face with the handsome stranger from her dreams. Obsessed with this mysterious man, she follows him through the night to a desolate roadside bar. There, she uncovers her deepest desires."
1341,Hedd Wyn (1992),Hedd Wyn,1992,"War, Drama",Paul Turner,"Huw Garmon, Catrin Fychan, Ceri Cunnington","'Hedd Wyn' is a 1992 Welsh anti-war biopic. Ellis Humphrey Evans, a farmer's son and poet living at Trawsfynydd in the Meirionydd countryside of upland Wales, competes for the most coveted prize of all in Welsh Poetry - that of the chair of the National Eisteddfod, which in August 1917 was due to be held in Birkenhead (one of the rare occasions when it was held in England). After submitting his entry, under his bardic name ""Hedd Wyn"" (""Blessed Peace"") Evans later departs from Meirionydd by train to join the Royal Welsh Fusiliers in Liverpool, despite his initial misgivings about the war. Ellis  is sent to fight in the trenches of Flanders.  'Hedd Wyn' was the first Welsh-language film to be nominated for an Oscar."
1342,"Convent, The (Convento, O) (1995)","Convent, The (Convento, O)",1995,"Mystery, Drama",Manoel de Oliveira,"Catherine Deneuve, John Malkovich, Luis Miguel Cintra","The journey of Michael Padovic, an American professor who arrives with his wife, Helene, at a Portuguese convent where he expects to find the documents needed to prove his theory: Shakespeare was born in Spain; not in England."
1343,Lotto Land (1995),Lotto Land,1995,Drama,John Rubino,"Lawrence Gilliard Jr., Barbara Gonzalez, Suzanne Costollos","This film tells two interwoven stories of two single-parent families in a poor, racially-mixed neighborhood in Brooklyn. The first story is about a young black man (with aspirations of getting away from his friends who are involved in drugs) who falls in love with a latino girl (who is heading off to college on a full scholarship). The second is about their parents, (she works in the neighborhood liquor store; he works for the phone company). The story takes place against the backdrop of a winning lottery ticket worth $27 million being sold to someone in the neighborhood from the liquor store."
1344,"Story of Xinghua, The (1993)",The Story of Xinghua,1993,Unknown,Unknown Director,Unknown Cast,A movie titled The Story of Xinghua released in 1993.
1345,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)","Day the Sun Turned Cold, The (Tianguo niezi)",1994,Unknown,Unknown Director,Unknown Cast,"A movie titled Day the Sun Turned Cold, The (Tianguo niezi) released in 1994."
1346,Dingo (1992),Dingo,1992,"Animation, Comedy, Family",Unknown Director,John McLeish,"A French TV special detailing the history of the Olympic Games through Disney's most athletic oddball, Goofy, with clips from classic shorts interspersed."
1347,"Ballad of Narayama, The (Narayama Bushiko) (1958)","Ballad of Narayama, The (Narayama Bushiko)",1958,Drama,Keisuke Kinoshita,"Kinuyo Tanaka, Teiji Takahashi, Yūko Mochizuki","In Kabuki style, the film tells the story of a remote mountain village where the scarcity of food leads to a voluntary but socially-enforced policy in which relatives carry 70-year-old family members up Narayama mountain to die. Granny Orin is approaching 70, content to embrace her fate. Her widowed son Tatsuhei cannot bear losing his mother, even as she arranges his marriage to a widow his age. Her grandson Kesa, who's girlfriend is pregnant, is selfishly happy to see Orin die. Around them, a family of thieves are dealt with severely, and an old man, past 70, whose son has cast him out, scrounges for food. Will Orin's loving and accepting spirit teach and ennoble her family?"
1348,Every Other Weekend (1990),Every Other Weekend,1990,Drama,Nicole Garcia,"Nathalie Baye, Joachim Serreau, Felicie Pasotti","Camille, a mercurial César-winning actress, has seen better times. Estranged from her husband, she's with her children only every other weekend. It's her weekend, but her agent has booked her to MC a Rotary club dinner in Vichy. She takes them with her, and when her husband learns this, he demands to pick them up at once. She bolts in a rented car to the seaside, trying to improve her relations with the children, especially the precocious and distant Vincent. He loves astronomy. A rare meteor shower is due in a few days, so she suggests they go to a plateau in Spain hoping to see it. He agrees, but the relationship remains difficult, and her husband is on their trail."
1349,Mille bolle blu (1993),Mille bolle blu,1993,Comedy,Leone Pompucci,"Claudio Bigagli, Antonio Catania, Clelia Rondinella","The movie tells the little stories of a group of families who live in the same building in Rome as seen from the eyes of Sandrino, a little kid who is awaiting for a total eclipse of the sun, that really happened during summer of '61, and it was was fully visible from Italy. He sees his family life, a young girl who is about to marry a man she doesn't love, an old man who has just died and whose relatives fight for his inheritance, a blind trumpet player who hopes to recover, his little friends..."
1350,Crows and Sparrows (1949),Crows and Sparrows,1949,Drama,Zheng Jun-li,"Zhao Dan, Wei Heling, Qi Mengshi","At a Shanghai apartment, Mr Hou, a Nationalist official, gets ready to move to Taiwan upon the imminent defeat of the KMT during the Civil War. Mrs Hou gives an ultimatum to the rest of the tenants to move out on behalf of her husband, who is the ""owner"" of the flat and who is now planning to sell it. From the conversations with the rest, we find out that Hou has been a Hanjian during the Sino-Japanese War and that he has since taken over the apartment by force from the old landlord, Mr Kong.  The tenants, including Mr Kong, Mrs Xiao, Little Broadcast (alias Mr Xiao, played by Zhao Dan) and a schoolteacher, Mr Hua, and his wife, initially plan to band together, but circumstances force them to find other ways out. Mr Hua tries to find a place to stay at the KMT-sponsored school he is teaching in. Little Broadcast and Mrs Xiao invest in black market gold. As the situation escalates, Mr Hua gets arrested by KMT agents and his young daughter falls desperately ill."
1351,Lover's Knot (1996),Lover's Knot,1996,"Romance, Comedy, Fantasy",Peter Shaner,"Billy Campbell, Jennifer Grey, Tim Curry",A pair of lovers have no idea that their affair is overseen and orchestrated by an angel sent by Cupid to see that they remain together in this romantic comedy.
1352,Shadow of Angels (Schatten der Engel) (1976),Shadow of Angels (Schatten der Engel),1976,Drama,Daniel Schmid,"Ingrid Caven, Rainer Werner Fassbinder, Klaus Löwitsch","Beautiful, detached, laconic, consumptive Lily Brest is a streetwalker with few clients. She loves her idle boyfriend, Raoul, who gambles away what little she earns. The town's power broker, called the rich Jew, discovers she is a good listener, so she's soon busy. Raoul imagines grotesque sex scenes between Lily and the Jew; he leaves her for a man. Her parents, a bitter Fascist who is a cabaret singer in drag and her wheelchair-bound mother, offer no refuge. Even though all have a philosophical bent, the other whores reject Lily because she tolerates everyone, including men. She tires of her lonely life and looks for a way out. Even that act serves the local corrupt powers."
1353,1-900 (1994),1-900,1994,"Drama, Romance",Theo van Gogh,"Ariane Schluter, Ad van Kempen","Sarah, 30, single, well educated, likes art, places a voice ad for phone sex, inviting replies from men under 35, sturdy and sensual. Wilbert, a chubby middle aged architect, leaves a message that he is Thomas, 32 and well formed. A week later, she phones. She likes his voice, he likes her laugh, so once a week she phones him (he's not to know her last name, where she lives, or her number). Portraits emerge of humor and sadness. He presses for details of her life and tells her about his work; she wants these Thursday calls to be fantasy and release, separate from the rest of who she is. The film dramatizes these tensions of lies and truth, connection and distance. Written by"
1354,Venice/Venice (1992),Venice/Venice,1992,Drama,Henry Jaglom,"Nelly Alard, Henry Jaglom, Melissa Leo","Dean is a maverick American film director surprised that his most recent film has been chosen as the Official U.S. Entry at the Venice Film Festival. A beautiful French journalist arrives at the festival with the apparent intention of interviewing the unique and eccentric filmmaker. In the midst of all the festival madness, she is forced to confront the wide divergence between things as they really are and things as they seem to be - both on screen and off. And so, finally, are we. Shot half in Venice, Italy and half in Venice, California, ""Venice/Venice"" looks at the profound effect movies have had - and continue to have - on our lives, our loves and on our dreams of romance."
